Name,National Dex #,Primary Typing,Secondary Typing,Secondary Typing Flag,Generation,Legendary Status,Form,Alt Form Flag,Evolution Stage,Number of Evolution,Color ID,Catch Rate,Height (dm),Weight (hg),Height (in),Weight (lbs),Base Stat Total,Health,Attack,Defense,Special Attack,Special Defense,Speed
necrozma-dusk,800,psychic,steel,True,generation-vii,True,Dusk,True,1,1,black,255,38,4600,150,1014,680,97,157,127,113,109,77
necrozma-dawn,800,psychic,ghost,True,generation-vii,True,Dawn,True,1,1,black,255,42,3500,165,772,680,97,113,109,157,127,77
necrozma-ultra,800,psychic,dragon,True,generation-vii,True,Ultra,True,1,1,black,255,75,2300,295,507,754,97,167,97,167,97,129
magearna,801,steel,fairy,True,generation-vii,True,Base,False,1,1,gray,3,10,805,39,177,600,80,95,115,130,115,65
marshadow,802,fighting,ghost,True,generation-vii,True,Base,False,1,1,gray,3,7,222,28,49,600,90,125,80,90,90,125
poipole,803,poison,,False,generation-vii,True,Base,False,1,2,purple,45,6,18,24,4,420,67,73,67,73,67,73
naganadel,804,poison,dragon,True,generation-vii,True,Base,False,2,2,purple,45,36,1500,142,331,540,73,73,73,127,73,121
stakataka,805,rock,steel,True,generation-vii,True,Base,False,1,1,gray,30,55,8200,217,1808,570,61,131,211,53,101,13
blacephalon,806,fire,ghost,True,generation-vii,True,Base,False,1,1,white,30,18,130,71,29,570,53,127,53,151,79,107
zeraora,807,electric,,False,generation-vii,True,Base,False,1,1,yellow,3,15,445,59,98,600,88,112,75,102,80,143
meltan,808,steel,,False,generation-vii,True,Base,False,1,1,gray,3,2,80,8,18,300,46,65,65,55,35,34
melmetal,809,steel,,False,generation-vii,True,Base,False,1,1,gray,3,25,8000,98,1764,600,135,143,143,80,65,34
grookey,810,grass,,False,generation-viii,False,Base,False,1,3,green,45,3,50,12,11,310,50,65,50,40,40,65
thwackey,811,grass,,False,generation-viii,False,Base,False,2,3,green,45,7,140,28,31,420,70,85,70,55,60,80
rillaboom,812,grass,,False,generation-viii,False,Base,False,3,3,green,45,21,900,83,198,530,100,125,90,60,70,85
scorbunny,813,fire,,False,generation-viii,False,Base,False,1,3,white,45,3,45,12,10,310,50,71,40,40,40,69
raboot,814,fire,,False,generation-viii,False,Base,False,2,3,gray,45,6,90,24,20,420,65,86,60,55,60,94
cinderace,815,fire,,False,generation-viii,False,Base,False,3,3,white,45,14,330,55,73,530,80,116,75,65,75,119
sobble,816,water,,False,generation-viii,False,Base,False,1,3,blue,45,3,40,12,9,310,50,40,40,70,40,70
drizzile,817,water,,False,generation-viii,False,Base,False,2,3,blue,45,7,115,28,25,420,65,60,55,95,55,90
inteleon,818,water,,False,generation-viii,False,Base,False,3,3,blue,45,19,452,75,100,530,70,85,65,125,65,120
skwovet,819,normal,,False,generation-viii,False,Base,False,1,2,brown,255,3,25,12,6,275,70,55,55,35,35,25
greedent,820,normal,,False,generation-viii,False,Base,False,2,2,brown,90,6,60,24,13,460,120,95,95,55,75,20
rookidee,821,flying,,False,generation-viii,False,Base,False,1,3,blue,255,2,18,8,4,245,38,47,35,33,35,57
corvisquire,822,flying,,False,generation-viii,False,Base,False,2,3,blue,120,8,160,31,35,365,68,67,55,43,55,77
corviknight,823,flying,steel,True,generation-viii,False,Base,False,3,3,purple,45,22,750,87,165,495,98,87,105,53,85,67
blipbug,824,bug,,False,generation-viii,False,Base,False,1,3,blue,255,4,80,16,18,180,25,20,20,25,45,45
dottler,825,bug,psychic,True,generation-viii,False,Base,False,2,3,yellow,120,4,195,16,43,335,50,35,80,50,90,30
orbeetle,826,bug,psychic,True,generation-viii,False,Base,False,3,3,red,45,4,408,16,90,505,60,45,110,80,120,90
nickit,827,dark,,False,generation-viii,False,Base,False,1,2,brown,255,6,89,24,20,245,40,28,28,47,52,50
thievul,828,dark,,False,generation-viii,False,Base,False,2,2,brown,127,12,199,47,44,455,70,58,58,87,92,90
gossifleur,829,grass,,False,generation-viii,False,Base,False,1,2,green,190,4,22,16,5,250,40,40,60,40,60,10
eldegoss,830,grass,,False,generation-viii,False,Base,False,2,2,green,75,5,25,20,6,460,60,50,90,80,120,60
wooloo,831,normal,,False,generation-viii,False,Base,False,1,2,white,255,6,60,24,13,270,42,40,55,40,45,48
dubwool,832,normal,,False,generation-viii,False,Base,False,2,2,white,127,13,430,51,95,490,72,80,100,60,90,88
chewtle,833,water,,False,generation-viii,False,Base,False,1,2,green,255,3,85,12,19,284,50,64,50,38,38,44
drednaw,834,water,rock,True,generation-viii,False,Base,False,2,2,green,75,10,1155,39,255,485,90,115,90,48,68,74
yamper,835,electric,,False,generation-viii,False,Base,False,1,2,yellow,255,3,135,12,30,270,59,45,50,40,50,26
boltund,836,electric,,False,generation-viii,False,Base,False,2,2,yellow,45,10,340,39,75,490,69,90,60,90,60,121
rolycoly,837,rock,,False,generation-viii,False,Base,False,1,3,black,255,3,120,12,26,240,30,40,50,40,50,30
carkol,838,rock,fire,True,generation-viii,False,Base,False,2,3,black,120,11,780,43,172,410,80,60,90,60,70,50
coalossal,839,rock,fire,True,generation-viii,False,Base,False,3,3,black,45,28,3105,110,685,510,110,80,120,80,90,30
applin,840,grass,dragon,True,generation-viii,False,Base,False,1,3,green,255,2,5,8,1,260,40,40,80,40,40,20
flapple,841,grass,dragon,True,generation-viii,False,Base,False,2,3,green,45,3,10,12,2,485,70,110,80,95,60,70
appletun,842,grass,dragon,True,generation-viii,False,Base,False,2,3,green,45,4,130,16,29,485,110,85,80,100,80,30
silicobra,843,ground,,False,generation-viii,False,Base,False,1,2,green,255,22,76,87,17,315,52,57,75,35,50,46
sandaconda,844,ground,,False,generation-viii,False,Base,False,2,2,green,120,38,655,150,144,510,72,107,125,65,70,71
cramorant,845,flying,water,True,generation-viii,False,Base,False,1,1,blue,45,8,180,31,40,475,70,85,55,85,95,85
arrokuda,846,water,,False,generation-viii,False,Base,False,1,2,brown,255,5,10,20,2,280,41,63,40,40,30,66
barraskewda,847,water,,False,generation-viii,False,Base,False,2,2,brown,60,13,300,51,66,490,61,123,60,60,50,136
toxel,848,electric,poison,True,generation-viii,False,Base,False,1,2,purple,75,4,110,16,24,242,40,38,35,54,35,40
toxtricity-amped,849,electric,poison,True,generation-viii,False,Base,False,2,2,purple,45,16,400,63,88,502,75,98,70,114,70,75
sizzlipede,850,fire,bug,True,generation-viii,False,Base,False,1,2,red,190,7,10,28,2,305,50,65,45,50,50,45
centiskorch,851,fire,bug,True,generation-viii,False,Base,False,2,2,red,75,30,1200,118,265,525,100,115,65,90,90,65
clobbopus,852,fighting,,False,generation-viii,False,Base,False,1,2,brown,180,6,40,24,9,310,50,68,60,50,50,32
grapploct,853,fighting,,False,generation-viii,False,Base,False,2,2,blue,45,16,390,63,86,480,80,118,90,70,80,42
sinistea,854,ghost,,False,generation-viii,False,Base,False,1,2,purple,120,1,2,4,0,308,40,45,45,74,54,50
polteageist,855,ghost,,False,generation-viii,False,Base,False,2,2,purple,60,2,4,8,1,508,60,65,65,134,114,70
hatenna,856,psychic,,False,generation-viii,False,Base,False,1,3,pink,235,4,34,16,7,265,42,30,45,56,53,39
hattrem,857,psychic,,False,generation-viii,False,Base,False,2,3,pink,120,6,48,24,11,370,57,40,65,86,73,49
hatterene,858,psychic,fairy,True,generation-viii,False,Base,False,3,3,pink,45,21,51,83,11,510,57,90,95,136,103,29
impidimp,859,dark,fairy,True,generation-viii,False,Base,False,1,3,pink,255,4,55,16,12,265,45,45,30,55,40,50
morgrem,860,dark,fairy,True,generation-viii,False,Base,False,2,3,pink,120,8,125,31,28,370,65,60,45,75,55,70
grimmsnarl,861,dark,fairy,True,generation-viii,False,Base,False,3,3,purple,45,15,610,59,134,510,95,120,65,95,75,60
obstagoon,862,dark,normal,True,generation-viii,False,Base,False,3,3,gray,45,16,460,63,101,520,93,90,101,60,81,95
perrserker,863,steel,,False,generation-viii,False,Base,False,2,2,brown,90,8,280,31,62,440,70,110,100,50,60,50
cursola,864,ghost,,False,generation-viii,False,Base,False,2,2,white,30,10,4,39,1,510,60,95,50,145,130,30
sirfetchd,865,fighting,,False,generation-viii,False,Base,False,2,2,white,45,8,1170,31,258,507,62,135,95,68,82,65
mr-rime,866,ice,psychic,True,generation-viii,False,Base,False,3,3,purple,45,15,582,59,128,520,80,85,75,110,100,70
runerigus,867,ground,ghost,True,generation-viii,False,Base,False,2,2,gray,90,16,666,63,147,483,58,95,145,50,105,30
milcery,868,fairy,,False,generation-viii,False,Base,False,1,2,white,200,2,3,8,1,270,45,40,40,50,61,34
alcremie,869,fairy,,False,generation-viii,False,Base,False,2,2,white,100,3,5,12,1,495,65,60,75,110,121,64
falinks,870,fighting,,False,generation-viii,False,Base,False,1,1,yellow,45,30,620,118,137,470,65,100,100,70,60,75
pincurchin,871,electric,,False,generation-viii,False,Base,False,1,1,purple,75,3,10,12,2,435,48,101,95,91,85,15
snom,872,ice,bug,True,generation-viii,False,Base,False,1,2,white,190,3,38,12,8,185,30,25,35,45,30,20
frosmoth,873,ice,bug,True,generation-viii,False,Base,False,2,2,white,75,13,420,51,93,475,70,65,60,125,90,65
stonjourner,874,rock,,False,generation-viii,False,Base,False,1,1,gray,60,25,5200,98,1146,470,100,125,135,20,20,70
eiscue-ice,875,ice,,False,generation-viii,False,Base,False,1,1,blue,60,14,890,55,196,470,75,80,110,65,90,50
indeedee-male,876,psychic,normal,True,generation-viii,False,Base,False,1,1,purple,30,9,280,35,62,475,60,65,55,105,95,95
morpeko-full-belly,877,electric,dark,True,generation-viii,False,Base,False,1,1,yellow,180,3,30,12,7,436,58,95,58,70,58,97
cufant,878,steel,,False,generation-viii,False,Base,False,1,2,yellow,190,12,1000,47,220,330,72,80,49,40,49,40
copperajah,879,steel,,False,generation-viii,False,Base,False,2,2,green,90,30,6500,118,1433,500,122,130,69,80,69,30
dracozolt,880,electric,dragon,True,generation-viii,False,Base,False,1,1,green,45,18,1900,71,419,505,90,100,90,80,70,75
arctozolt,881,electric,ice,True,generation-viii,False,Base,False,1,1,blue,45,23,1500,91,331,505,90,100,90,90,80,55
dracovish,882,water,dragon,True,generation-viii,False,Base,False,1,1,green,45,23,2150,91,474,505,90,90,100,70,80,75
arctovish,883,water,ice,True,generation-viii,False,Base,False,1,1,blue,45,20,1750,79,386,505,90,90,100,80,90,55
duraludon,884,steel,dragon,True,generation-viii,False,Base,False,1,2,white,45,18,400,71,88,535,70,95,115,120,50,85
dreepy,885,dragon,ghost,True,generation-viii,False,Base,False,1,3,green,45,5,20,20,4,270,28,60,30,40,30,82
drakloak,886,dragon,ghost,True,generation-viii,False,Base,False,2,3,green,45,14,110,55,24,410,68,80,50,60,50,102
dragapult,887,dragon,ghost,True,generation-viii,False,Base,False,3,3,green,45,30,500,118,110,600,88,120,75,100,75,142
zacian,888,fairy,,False,generation-viii,True,Base,False,1,1,blue,10,28,1100,110,243,660,92,120,115,80,115,138
zacian-crowned,888,fairy,steel,True,generation-viii,True,Crowned,True,1,1,blue,10,28,3550,110,783,700,92,150,115,80,115,148
zamazenta,889,fighting,,False,generation-viii,True,Base,False,1,1,red,10,29,2100,114,463,660,92,120,115,80,115,138
zamazenta-crowned,889,fighting,steel,True,generation-viii,True,Crowned,True,1,1,red,10,29,7850,114,1731,700,92,120,140,80,140,128
eternatus,890,poison,dragon,True,generation-viii,True,Base,False,1,1,purple,255,200,9500,787,2094,690,140,85,95,145,95,130
kubfu,891,fighting,,False,generation-viii,True,Base,False,1,2,gray,3,6,120,24,26,385,60,90,60,53,50,72
urshifu-single-strike,892,fighting,dark,True,generation-viii,True,Base,False,2,2,gray,3,19,1050,75,231,550,100,130,100,63,60,97
urshifu-rapid-strike,892,fighting,water,True,generation-viii,True,Rapid-strike,True,2,2,gray,3,19,1050,75,231,550,100,130,100,63,60,97
zarude,893,dark,grass,True,generation-viii,True,Base,False,1,1,green,3,18,700,71,154,600,105,120,105,70,95,105
regieleki,894,electric,,False,generation-viii,True,Base,False,1,1,yellow,3,12,1450,47,320,580,80,100,50,100,50,200
regidrago,895,dragon,,False,generation-viii,True,Base,False,1,1,green,3,21,2000,83,441,580,200,100,50,100,50,80
glastrier,896,ice,,False,generation-viii,True,Base,False,1,1,white,3,22,8000,87,1764,580,100,145,130,65,110,30
spectrier,897,ghost,,False,generation-viii,True,Base,False,1,1,black,3,20,445,79,98,580,100,65,60,145,80,130
calyrex,898,psychic,grass,True,generation-viii,True,Base,False,1,1,green,3,11,77,43,17,500,100,80,80,80,80,80
calyrex-ice,898,psychic,ice,True,generation-viii,True,Ice,True,1,1,green,3,24,8091,94,1784,680,100,165,150,85,130,50
calyrex-shadow,898,psychic,ghost,True,generation-viii,True,Shadow,True,1,1,green,3,24,536,94,118,680,100,85,80,165,100,150
wyrdeer,899,normal,psychic,True,generation-viii,False,Base,False,2,2,gray,135,18,951,71,210,525,103,105,72,105,75,65
kleavor,900,bug,rock,True,generation-viii,False,Base,False,2,2,brown,115,18,890,71,196,500,70,135,95,45,70,85
ursaluna,901,ground,normal,True,generation-viii,False,Base,False,3,3,brown,75,24,2900,94,639,550,130,140,105,45,80,50
ursaluna-bloodmoon,901,ground,normal,True,generation-viii,False,Bloodmoon,True,3,3,brown,75,24,2900,94,639,555,113,70,120,135,65,52
basculegion-male,902,water,ghost,True,generation-viii,False,Base,False,2,2,green,135,30,1100,118,243,530,120,112,65,80,75,78
sneasler,903,fighting,poison,True,generation-viii,False,Base,False,2,2,gray,135,13,430,51,95,510,80,130,60,40,80,120
overqwil,904,dark,poison,True,generation-viii,False,Base,False,2,2,black,135,25,605,98,133,510,85,115,95,65,65,85
enamorus-incarnate,905,fairy,flying,True,generation-viii,True,Base,False,1,1,pink,3,16,480,63,106,580,74,115,70,135,80,106
sprigatito,906,grass,,False,generation-ix,False,Base,False,1,3,green,45,4,41,16,9,310,40,61,54,45,45,65
floragato,907,grass,,False,generation-ix,False,Base,False,2,3,green,45,9,122,35,27,410,61,80,63,60,63,83
meowscarada,908,grass,dark,True,generation-ix,False,Base,False,3,3,green,45,15,312,59,69,530,76,110,70,81,70,123
fuecoco,909,fire,,False,generation-ix,False,Base,False,1,3,red,45,4,98,16,22,310,67,45,59,63,40,36
crocalor,910,fire,,False,generation-ix,False,Base,False,2,3,red,45,10,307,39,68,411,81,55,78,90,58,49
skeledirge,911,fire,ghost,True,generation-ix,False,Base,False,3,3,red,45,16,3265,63,720,530,104,75,100,110,75,66
quaxly,912,water,,False,generation-ix,False,Base,False,1,3,white,45,5,61,20,13,310,55,65,45,50,45,50
quaxwell,913,water,,False,generation-ix,False,Base,False,2,3,blue,45,12,215,47,47,410,70,85,65,65,60,65
quaquaval,914,water,fighting,True,generation-ix,False,Base,False,3,3,blue,45,18,619,71,136,530,85,120,80,85,75,85
lechonk,915,normal,,False,generation-ix,False,Base,False,1,2,gray,255,5,102,20,22,254,54,45,40,35,45,35
oinkologne-male,916,normal,,False,generation-ix,False,Base,False,2,2,gray,100,10,1200,39,265,489,110,100,75,59,80,65
tarountula,917,bug,,False,generation-ix,False,Base,False,1,2,white,255,3,40,12,9,210,35,41,45,29,40,20
spidops,918,bug,,False,generation-ix,False,Base,False,2,2,green,120,10,165,39,36,404,60,79,92,52,86,35
nymble,919,bug,,False,generation-ix,False,Base,False,1,2,gray,190,2,10,8,2,210,33,46,40,21,25,45
lokix,920,bug,dark,True,generation-ix,False,Base,False,2,2,gray,30,10,175,39,39,450,71,102,78,52,55,92
pawmi,921,electric,,False,generation-ix,False,Base,False,1,3,yellow,190,3,25,12,6,240,45,50,20,40,25,60
pawmo,922,electric,fighting,True,generation-ix,False,Base,False,2,3,yellow,80,4,65,16,14,350,60,75,40,50,40,85
pawmot,923,electric,fighting,True,generation-ix,False,Base,False,3,3,yellow,45,9,410,35,90,490,70,115,70,70,60,105
tandemaus,924,normal,,False,generation-ix,False,Base,False,1,2,white,150,3,18,12,4,305,50,50,45,40,45,75
maushold-family-of-four,925,normal,,False,generation-ix,False,Base,False,2,2,white,75,3,23,12,5,470,74,75,70,65,75,111
fidough,926,fairy,,False,generation-ix,False,Base,False,1,2,yellow,190,3,109,12,24,312,37,55,70,30,55,65
dachsbun,927,fairy,,False,generation-ix,False,Base,False,2,2,brown,90,5,149,20,33,477,57,80,115,50,80,95
smoliv,928,grass,normal,True,generation-ix,False,Base,False,1,3,green,255,3,65,12,14,260,41,35,45,58,51,30
dolliv,929,grass,normal,True,generation-ix,False,Base,False,2,3,green,120,6,119,24,26,354,52,53,60,78,78,33
arboliva,930,grass,normal,True,generation-ix,False,Base,False,3,3,green,45,14,482,55,106,510,78,69,90,125,109,39
squawkabilly-green-plumage,931,normal,flying,True,generation-ix,False,Base,False,1,1,green,190,6,24,24,5,417,82,96,51,45,51,92
nacli,932,rock,,False,generation-ix,False,Base,False,1,3,brown,255,4,160,16,35,280,55,55,75,35,35,25
naclstack,933,rock,,False,generation-ix,False,Base,False,2,3,brown,120,6,1050,24,231,355,60,60,100,35,65,35
garganacl,934,rock,,False,generation-ix,False,Base,False,3,3,brown,45,23,2400,91,529,500,100,100,130,45,90,35
charcadet,935,fire,,False,generation-ix,False,Base,False,1,2,red,90,6,105,24,23,255,40,50,40,50,40,35
armarouge,936,fire,psychic,True,generation-ix,False,Base,False,2,2,red,25,15,850,59,187,525,85,60,100,125,80,75
ceruledge,937,fire,ghost,True,generation-ix,False,Base,False,2,2,blue,25,16,620,63,137,525,75,125,80,60,100,85
tadbulb,938,electric,,False,generation-ix,False,Base,False,1,2,yellow,190,3,4,12,1,272,61,31,41,59,35,45
bellibolt,939,electric,,False,generation-ix,False,Base,False,2,2,green,50,12,1130,47,249,495,109,64,91,103,83,45
wattrel,940,electric,flying,True,generation-ix,False,Base,False,1,2,black,180,4,36,16,8,280,40,40,35,55,40,70
kilowattrel,941,electric,flying,True,generation-ix,False,Base,False,2,2,yellow,90,14,386,55,85,490,70,70,60,105,60,125
maschiff,942,dark,,False,generation-ix,False,Base,False,1,2,brown,150,5,160,20,35,340,60,78,60,40,51,51
mabosstiff,943,dark,,False,generation-ix,False,Base,False,2,2,gray,75,11,610,43,134,505,80,120,90,60,70,85
shroodle,944,poison,normal,True,generation-ix,False,Base,False,1,2,gray,190,2,7,8,2,290,40,65,35,40,35,75
grafaiai,945,poison,normal,True,generation-ix,False,Base,False,2,2,gray,90,7,272,28,60,485,63,95,65,80,72,110
bramblin,946,grass,ghost,True,generation-ix,False,Base,False,1,2,brown,190,6,6,24,1,275,40,65,30,45,35,60
brambleghast,947,grass,ghost,True,generation-ix,False,Base,False,2,2,brown,45,12,60,47,13,480,55,115,70,80,70,90
toedscool,948,ground,grass,True,generation-ix,False,Base,False,1,2,yellow,190,9,330,35,73,335,40,40,35,50,100,70
toedscruel,949,ground,grass,True,generation-ix,False,Base,False,2,2,black,90,19,580,75,128,515,80,70,65,80,120,100
klawf,950,rock,,False,generation-ix,False,Base,False,1,1,red,120,13,790,51,174,450,70,100,115,35,55,75
capsakid,951,grass,,False,generation-ix,False,Base,False,1,2,green,190,3,30,12,7,304,50,62,40,62,40,50
scovillain,952,grass,fire,True,generation-ix,False,Base,False,2,2,green,75,9,150,35,33,486,65,108,65,108,65,75
rellor,953,bug,,False,generation-ix,False,Base,False,1,2,brown,190,2,10,8,2,270,41,50,60,31,58,30
rabsca,954,bug,psychic,True,generation-ix,False,Base,False,2,2,green,45,3,35,12,8,470,75,50,85,115,100,45
flittle,955,psychic,,False,generation-ix,False,Base,False,1,2,yellow,120,2,15,8,3,255,30,35,30,55,30,75
espathra,956,psychic,,False,generation-ix,False,Base,False,2,2,yellow,60,19,900,75,198,481,95,60,60,101,60,105
tinkatink,957,fairy,steel,True,generation-ix,False,Base,False,1,3,pink,190,4,89,16,20,297,50,45,45,35,64,58
tinkatuff,958,fairy,steel,True,generation-ix,False,Base,False,2,3,pink,90,7,591,28,130,380,65,55,55,45,82,78
tinkaton,959,fairy,steel,True,generation-ix,False,Base,False,3,3,pink,45,7,1128,28,249,506,85,75,77,70,105,94
wiglett,960,water,,False,generation-ix,False,Base,False,1,2,white,255,12,18,47,4,245,10,55,25,35,25,95
wugtrio,961,water,,False,generation-ix,False,Base,False,2,2,red,50,12,54,47,12,425,35,100,50,50,70,120
bombirdier,962,flying,dark,True,generation-ix,False,Base,False,1,1,white,25,15,429,59,95,485,70,103,85,60,85,82
finizen,963,water,,False,generation-ix,False,Base,False,1,2,blue,200,13,602,51,133,315,70,45,40,45,40,75
palafin-zero,964,water,,False,generation-ix,False,Base,False,2,2,blue,45,13,602,51,133,457,100,70,72,53,62,100
palafin-hero,964,water,,False,generation-ix,False,Hero,True,2,2,blue,45,18,974,71,215,650,100,160,97,106,87,100
varoom,965,steel,poison,True,generation-ix,False,Base,False,1,2,gray,190,10,350,39,77,300,45,70,63,30,45,47
revavroom,966,steel,poison,True,generation-ix,False,Base,False,2,2,gray,75,18,1200,71,265,500,80,119,90,54,67,90
cyclizar,967,dragon,normal,True,generation-ix,False,Base,False,1,1,green,190,16,630,63,139,501,70,95,65,85,65,121
orthworm,968,steel,,False,generation-ix,False,Base,False,1,1,pink,25,25,3100,98,683,480,70,85,145,60,55,65
glimmet,969,rock,poison,True,generation-ix,False,Base,False,1,2,blue,70,7,80,28,18,350,48,35,42,105,60,60
glimmora,970,rock,poison,True,generation-ix,False,Base,False,2,2,blue,25,15,450,59,99,525,83,55,90,130,81,86
greavard,971,ghost,,False,generation-ix,False,Base,False,1,2,white,120,6,350,24,77,290,50,61,60,30,55,34
houndstone,972,ghost,,False,generation-ix,False,Base,False,2,2,white,60,20,150,79,33,488,72,101,100,50,97,68
flamigo,973,flying,fighting,True,generation-ix,False,Base,False,1,1,pink,100,16,370,63,82,500,82,115,74,75,64,90
cetoddle,974,ice,,False,generation-ix,False,Base,False,1,2,white,150,12,450,47,99,334,108,68,45,30,40,43
cetitan,975,ice,,False,generation-ix,False,Base,False,2,2,white,50,45,7000,177,1543,521,170,113,65,45,55,73
veluza,976,water,psychic,True,generation-ix,False,Base,False,1,1,gray,100,25,900,98,198,478,90,102,73,78,65,70
dondozo,977,water,,False,generation-ix,False,Base,False,1,1,blue,25,120,2200,472,485,530,150,100,115,65,65,35
tatsugiri-curly,978,dragon,water,True,generation-ix,False,Base,False,1,1,pink,100,3,80,12,18,475,68,50,60,120,95,82
annihilape,979,fighting,ghost,True,generation-ix,False,Base,False,3,3,gray,45,12,560,47,123,535,110,115,80,50,90,90
clodsire,980,poison,ground,True,generation-ix,False,Base,False,2,2,brown,90,18,2230,71,492,430,130,75,60,45,100,20
farigiraf,981,normal,psychic,True,generation-ix,False,Base,False,2,2,brown,45,32,1600,126,353,520,120,90,70,110,70,60
dudunsparce-two-segment,982,normal,,False,generation-ix,False,Base,False,2,2,yellow,45,36,392,142,86,520,125,100,80,85,75,55
kingambit,983,dark,steel,True,generation-ix,False,Base,False,3,3,black,25,20,1200,79,265,550,100,135,120,60,85,50
great-tusk,984,ground,fighting,True,generation-ix,True,Base,False,1,1,purple,30,22,3200,87,705,570,115,131,131,53,53,87
scream-tail,985,fairy,psychic,True,generation-ix,True,Base,False,1,1,pink,50,12,80,47,18,570,115,65,99,65,115,111
brute-bonnet,986,grass,dark,True,generation-ix,True,Base,False,1,1,gray,50,12,210,47,46,570,111,127,99,79,99,55
flutter-mane,987,ghost,fairy,True,generation-ix,True,Base,False,1,1,gray,30,14,40,55,9,570,55,55,55,135,135,135
slither-wing,988,bug,fighting,True,generation-ix,True,Base,False,1,1,red,30,32,920,126,203,570,85,135,79,85,105,81
sandy-shocks,989,electric,ground,True,generation-ix,True,Base,False,1,1,gray,30,23,600,91,132,570,85,81,97,121,85,101
iron-treads,990,ground,steel,True,generation-ix,True,Base,False,1,1,gray,30,9,2400,35,529,570,90,112,120,72,70,106
iron-bundle,991,ice,water,True,generation-ix,True,Base,False,1,1,red,50,6,110,24,24,570,56,80,114,124,60,136
iron-hands,992,fighting,electric,True,generation-ix,True,Base,False,1,1,gray,50,18,3807,71,839,570,154,140,108,50,68,50
iron-jugulis,993,dark,flying,True,generation-ix,True,Base,False,1,1,blue,30,13,1110,51,245,570,94,80,86,122,80,108
iron-moth,994,fire,poison,True,generation-ix,True,Base,False,1,1,yellow,30,12,360,47,79,570,80,70,60,140,110,110
iron-thorns,995,rock,electric,True,generation-ix,True,Base,False,1,1,green,30,16,3030,63,668,570,100,134,110,70,84,72
frigibax,996,dragon,ice,True,generation-ix,False,Base,False,1,3,gray,45,5,170,20,37,320,65,75,45,35,45,55
arctibax,997,dragon,ice,True,generation-ix,False,Base,False,2,3,gray,25,8,300,31,66,423,90,95,66,45,65,62
baxcalibur,998,dragon,ice,True,generation-ix,False,Base,False,3,3,gray,10,21,2100,83,463,600,115,145,92,75,86,87
gimmighoul,999,ghost,,False,generation-ix,False,Base,False,1,2,brown,45,3,50,12,11,300,45,30,70,75,70,10
gholdengo,1000,steel,ghost,True,generation-ix,False,Base,False,2,2,yellow,45,12,300,47,66,550,87,60,95,133,91,84
wo-chien,1001,dark,grass,True,generation-ix,True,Base,False,1,1,brown,6,15,742,59,164,570,85,85,100,95,135,70
chien-pao,1002,dark,ice,True,generation-ix,True,Base,False,1,1,white,6,19,1522,75,336,570,80,120,80,90,65,135
ting-lu,1003,dark,ground,True,generation-ix,True,Base,False,1,1,brown,6,27,6997,106,1543,570,155,110,125,55,80,45
chi-yu,1004,dark,fire,True,generation-ix,True,Base,False,1,1,red,6,4,49,16,11,570,55,80,80,135,120,100
roaring-moon,1005,dragon,dark,True,generation-ix,True,Base,False,1,1,green,10,20,3800,79,838,590,105,139,71,55,101,119
iron-valiant,1006,fairy,fighting,True,generation-ix,True,Base,False,1,1,white,10,14,350,55,77,590,74,130,90,120,60,116
koraidon,1007,fighting,dragon,True,generation-ix,True,Base,False,1,1,red,3,25,3030,98,668,670,100,135,115,85,100,135
miraidon,1008,electric,dragon,True,generation-ix,True,Base,False,1,1,blue,3,35,2400,138,529,670,100,85,100,135,115,135
walking-wake,1009,water,dragon,True,generation-ix,True,Base,False,1,1,blue,5,35,2800,138,617,590,99,83,91,125,83,109
iron-leaves,1010,grass,psychic,True,generation-ix,True,Base,False,1,1,green,5,15,1250,59,276,590,90,130,88,70,108,104
dipplin,1011,grass,dragon,True,generation-ix,False,Base,False,2,3,green,45,4,97,16,21,485,80,80,110,95,80,40
poltchageist,1012,grass,ghost,True,generation-ix,False,Base,False,1,2,green,120,1,11,4,2,308,40,45,45,74,54,50
sinistcha,1013,grass,ghost,True,generation-ix,False,Base,False,2,2,green,60,2,22,8,5,508,71,60,106,121,80,70
okidogi,1014,poison,fighting,True,generation-ix,True,Base,False,1,1,black,3,18,922,71,203,555,88,128,115,58,86,80
munkidori,1015,poison,psychic,True,generation-ix,True,Base,False,1,1,black,3,10,122,39,27,555,88,75,66,130,90,106
fezandipiti,1016,poison,fairy,True,generation-ix,True,Base,False,1,1,black,3,14,301,55,66,555,88,91,82,70,125,99
ogerpon,1017,grass,,False,generation-ix,True,Base,False,1,1,green,5,12,398,47,88,550,80,120,84,60,96,110
ogerpon-wellspring-mask,1017,grass,water,True,generation-ix,True,Wellspring-mask,True,1,1,green,5,12,398,47,88,550,80,120,84,60,96,110
ogerpon-hearthflame-mask,1017,grass,fire,True,generation-ix,True,Hearthflame-mask,True,1,1,green,5,12,398,47,88,550,80,120,84,60,96,110
ogerpon-cornerstone-mask,1017,grass,rock,True,generation-ix,True,Cornerstone-mask,True,1,1,green,5,12,398,47,88,550,80,120,84,60,96,110
archaludon,1018,steel,dragon,True,generation-ix,False,Base,False,2,2,white,10,20,600,79,132,600,90,105,130,125,65,85
hydrapple,1019,grass,dragon,True,generation-ix,False,Base,False,3,3,green,10,18,930,71,205,540,106,80,110,120,80,44
